year,membrane,chloride_wc_0.4,chloride_wc_0.35_SF,membrane + chloride_wc_0.4,membrane with maintenance + chloride_wc_0.4,membrane + chloride_wc_0.37_SF,membrane with maintenance + chloride_wc_0.37_SF
98,0.9999999999794421,0.7242160415711266,0.5259782822815665,0.643382044849639,0.5460704128144811,0.460309331540967,0.36535821908183397
99,0.9999999999794421,0.7266212645157695,0.5262713147402439,0.6464922536269075,0.5499928808696677,0.4606429594689406,0.3657484354510828
100,0.9999999999794421,0.7287425377103189,0.5289429741164168,0.6492352852129677,0.5534522800744175,0.4636847391610168,0.36930614788452776
101,0.9999999999794421,0.7294619464662415,0.5311873050602512,0.6501655571580685,0.5546255009893488,0.46623999015900675,0.3722948088548803
102,0.9999999999794421,0.732734971108646,0.5346108270058851,0.6543979257182041,0.5599631910493346,0.47013779226000785,0.376853738298049
103,0.9999999999794421,0.7326504886611196,0.5360936968965468,0.6542886809388763,0.5598254160034144,0.471826092632291,0.3788284004478122
104,0.9999999999794421,0.7363049015090839,0.5391025853111074,0.659014224964147,0.5657850787816737,0.4752518196380461,0.3828351835799729
105,0.9999999999794421,0.7366644882035521,0.5411739742178326,0.6594792087594391,0.5663714973194078,0.47761016994537253,0.38559354646623056
106,0.9999999999794421,0.7372396147473989,0.5415369064316656,0.6602229084770461,0.5673094209746568,0.47802338124299615,0.3860768447718328
107,0.9999999999794421,0.7408907759243247,0.5441082126004516,0.6649442477462351,0.5732637808865838,0.4809509052215687,0.38950092196088926
108,0.9999999999794421,0.7416121869560153,0.5458635529649011,0.665877108846608,0.5744402671382087,0.48294942296708787,0.39183841913407913
109,0.9999999999794421,0.743741227443916,0.5481577598818964,0.6686301843681006,0.5779123333433772,0.48556145954322283,0.3948934973922892
110,0.9999999999794421,0.7450832337622021,0.5510091969992861,0.6703655411006564,0.5801008942520693,0.4888079226194151,0.39869061066810485
111,0.9999999999794421,0.7449007753864462,0.5519758992541178,0.6701296030380224,0.5798033388209201,0.4899085476890841,0.39997791872171606
112,0.9999999999794421,0.746670782405109,0.5546885189829125,0.6724184101432154,0.5826898886950694,0.49299696220665357,0.40359017596618796
113,0.9999999999794421,0.7504573097384692,0.5559419973540803,0.6773147922327902,0.5888650054501616,0.4944240921349222,0.405259369137267
114,0.9999999999794421,0.7495180461506431,0.5572362305077369,0.6761002246345837,0.5873332424895374,0.49589762283973926,0.40698283337211916
115,0.9999999999794421,0.7541593627270071,0.5621325498981316,0.6821019400206945,0.5949023603733262,0.5014722574733492,0.41350301200292816
116,0.9999999999794421,0.7504725955660084,0.5605168117614543,0.677334558431631,0.5888899337714024,0.4996326818539084,0.4113514159913577
117,0.9999999999794421,0.7548585527003048,0.5643148669946012,0.683006066931995,0.5960426082413568,0.5039569034895721,0.4164090922978462
118,0.9999999999794421,0.7563536202751777,0.5659903916298894,0.6849393481292062,0.5984807833867607,0.5058645481746118,0.4186403029381959
119,0.9999999999794421,0.7551233684791057,0.5660746874154692,0.683348501865696,0.5964744731689591,0.5059605219394531,0.4187525553335124
120,0.9999999999794421,0.7595001435573558,0.5686855332775055,0.6890081369921706,0.6036121734255653,0.5089330632720459,0.42222928551401884
121,0.9999999999794421,0.7592247061388426,0.5725094920400892,0.6886519671499712,0.6031629865933311,0.5132867770018352,0.42732145622857753
122,0.9999999999794421,0.7635640955448099,0.5741402897841479,0.6942632586306574,0.6102397178218569,0.5151434985225509,0.4294931063506767
123,0.9999999999794421,0.7635078059621468,0.5736581007473155,0.6941904702205611,0.6101479200571938,0.514594509069382,0.42885099982058905
124,0.9999999999794421,0.7646550509738103,0.5751246167737721,0.6956739798939161,0.6120188617591862,0.5162641899827365,0.430803884364069
125,0.9999999999794421,0.7655874122947299,0.5772525005407636,0.6968796221277759,0.6135393684154791,0.5186868617077545,0.4336374785723226
126,0.9999999999794421,0.7650608116688977,0.5794427047362422,0.6961986715771309,0.6126805814422103,0.5211804874681052,0.43655406171444466
127,0.9999999999794421,0.7690799525159187,0.583200607013208,0.7013958476506941,0.6192350472628723,0.5254589935279816,0.4415582683785375
128,0.9999999999794421,0.7668487325772598,0.5818303814729926,0.6985106432447201,0.6155963455146716,0.5238989427748943,0.43973360896105185
