year,membrane,chloride_wc_0.4,chloride_wc_0.35_SF,membrane + chloride_wc_0.4,membrane with maintenance + chloride_wc_0.4,membrane + chloride_wc_0.37_SF,membrane with maintenance + chloride_wc_0.37_SF
23.0,0.9999866542509841,0.343012051471135,0.09658252473907906,0.24123356282691377,0.0002466275854985378,0.08034237775070929,0.00013759331463847335
23.5,0.9999922708981408,0.3505545365872452,0.10100696462593281,0.249945157770592,0.00033399081030582867,0.08484636744895624,0.00018682531793023927
24.0,0.9999978875452975,0.3580970217033555,0.10543140451278656,0.2586568527306836,0.0004442270655747871,0.08935038999839173,0.0002488203261195032
24.5,0.9999988004468627,0.3650588132098658,0.11030482197683328,0.2666972463717857,0.0005830415245929865,0.09431141699503809,0.000339187191293
25.0,0.9999997133484281,0.37202060471637605,0.11517823944088001,0.2747376553404931,0.0007561477507563863,0.09927244999723484,0.00045152563396433365
25.5,0.9999998400139898,0.3797588514352239,0.11882768802210905,0.2836746843715492,0.0010124836319174157,0.10298750306090709,0.0005614861925775649
26.0,0.9999999666795515,0.38749709815407174,0.12247713660333809,0.292611715815535,0.0013285705057879404,0.10670255676118023,0.0006964531170807753
26.5,0.9999999816819027,0.3936540868236328,0.12637359902822362,0.2997225116743152,0.0016775684090976073,0.11066906315604985,0.000880522111026516
27.0,0.999999996684254,0.3998110754931939,0.13027006145310915,0.3068333077651012,0.002103235814415627,0.11463556963275456,0.0011036403695792174
27.5,0.9999999982009691,0.40616127855452033,0.13541892409558537,0.3141672475037247,0.002688095420024128,0.11987698958586734,0.0014703537071188988
28.0,0.9999999997176842,0.41251148161584683,0.14056778673806158,0.32150118726695587,0.0033941094532569105,0.125118409550119,0.0019095000427870046
28.5,0.9999999998485631,0.41827161900291415,0.14539128023169307,0.32815365156193277,0.004274373010260346,0.13002861142016753,0.0024209536895480888
29.0,0.9999999999794421,0.4240317563899815,0.15021477372532455,0.3348061158588683,0.005326075935380925,0.13493881329113666,0.0030262768260086448
29.5,0.9999999999794421,0.4293794313784755,0.15439523813908546,0.34098222146201385,0.00665927897088725,0.13919442682130878,0.003676905013289322
30.0,0.9999999999794421,0.43472710636696954,0.15857570255284636,0.3471583270651598,0.008235808629499464,0.1434500403514808,0.004438145515066938
30.5,0.9999999999794421,0.44071106175208014,0.16191794108793128,0.35406928191235487,0.010422388497846269,0.1468523598364042,0.005199690678010294
31.0,0.9999999999794421,0.44669501713719073,0.16526017962301617,0.3609802367595496,0.012983874605376533,0.1502546793213284,0.006080511888872708
31.5,0.9999999999794421,0.4511366703820042,0.17032410938655998,0.36610996501557547,0.01582674699427422,0.15540963960436271,0.007568066075164248
32.0,0.9999999999794421,0.45557832362681766,0.17538803915010379,0.37123969327160233,0.019117144205126113,0.16056459988739724,0.009270500293540485
32.5,0.9999999999794421,0.4612698726374464,0.17888408933698247,0.3778129438544724,0.02365401991355265,0.1641234959824024,0.010751629652845818
33.0,0.9999999999794421,0.46696142164807514,0.18238013952386115,0.38438619443734356,0.028859866174498316,0.16768239207740776,0.0124271197749386
33.5,0.9999999999794421,0.4723850795050265,0.18678230165767118,0.3906500537316969,0.03498209785313322,0.17216368862354858,0.014725380256725984
34.0,0.9999999999794421,0.4778087373619779,0.1911844637914812,0.39691391302605106,0.04193000514503131,0.1766449851696894,0.01729786535153499
34.5,0.9999999999794421,0.4824975614624826,0.19487975324989593,0.4023291024049116,0.049562133798453756,0.1804067021132344,0.019842302517813715
35.0,0.9999999999794421,0.4871863855629874,0.1985750427083106,0.4077442917837725,0.05811776053250395,0.18416841905677928,0.02265743877376203
35.5,0.9999999999794421,0.49058080398245363,0.20242543830530826,0.41166455370413857,0.06676315610002759,0.1880880303672262,0.025844757262118434
36.0,0.9999999999794421,0.4939752224019199,0.20627583390230592,0.41558481562450367,0.07631967588991695,0.1920076416776726,0.029332208370044577
36.5,0.9999999999794421,0.4986166606468885,0.20999786584183472,0.4209452784075043,0.08751949851160246,0.1957965818321329,0.03298785362644874
37.0,0.9999999999794421,0.5032580988918571,0.21371989778136352,0.4263057411905049,0.09978615867778373,0.1995855219865933,0.0369428364410509
37.5,0.9999999999794421,0.507528844841446,0.21804471826056052,0.43123808619008286,0.11207939143436618,0.2039880865644077,0.04155499232137028
38.0,0.9999999999794421,0.5117995907910349,0.2223695387397575,0.43617043118966115,0.12537840998819694,0.20839065114222133,0.046492717489573177
38.5,0.9999999999794421,0.5158353325949405,0.22660072768751235,0.4408313665721547,0.1383044271522429,0.2126979010438127,0.051487292045356736
39.0,0.9999999999794421,0.5198710743988463,0.2308319166352672,0.4454923019546492,0.15212284759966777,0.2170051509454043,0.056777789365224596
39.5,0.9999999999794421,0.5242274852663167,0.23439493739337292,0.4505235825814785,0.16570534086345712,0.2206322214920562,0.061476828074487844
40.0,0.9999999999794421,0.5285838961337871,0.2379579581514786,0.4555548632083074,0.1800741017232207,0.22425929203870798,0.06640244198964218
40.5,0.9999999999794421,0.5324390426131507,0.24009984459162403,0.46000722649204717,0.19280453116168383,0.2264396815870009,0.06981495712072716
41.0,0.9999999999794421,0.5362941890925143,0.2422417310317695,0.4644595897757873,0.20612498109735133,0.22862007113529415,0.07335504972947726
41.5,0.9999999999794421,0.5388119919807727,0.24747151430465497,0.46736743600040764,0.21631393108615649,0.23394386635352304,0.08001386592383675
42.0,0.9999999999794421,0.5413297948690311,0.25270129757754045,0.470275282225028,0.22685744134066022,0.2392676615717526,0.0868758741814547
42.5,0.9999999999794421,0.5457125481821928,0.2566523082737909,0.4753369861155712,0.23864553435924085,0.2432896966646646,0.09219010004617678
43.0,0.9999999999794421,0.5500953014953546,0.2606033189700413,0.4803986900061147,0.2507726587441198,0.2473117317575776,0.09762567305118264
43.5,0.9999999999794421,0.5529411317871352,0.2632521512352449,0.48368537972613024,0.25928836815509293,0.25000818012102977,0.10139302550195572
44.0,0.9999999999794421,0.5557869620789159,0.2659009835004486,0.4869720694461457,0.2679777765877701,0.2527046284844815,0.10522218895477908
44.5,0.9999999999794421,0.5593484297402944,0.2697581329577953,0.49108525890253363,0.2765655326869937,0.2566311150644296,0.11027909397215219
45.0,0.9999999999794421,0.5629098974016729,0.27361528241514205,0.49519844835892135,0.2852838740945095,0.2605576016443766,0.1153954069928419
45.5,0.9999999999794421,0.5655807061724636,0.2761432328201022,0.49828300324486763,0.29164522649347224,0.263130995143802,0.11878805056600938
46.0,0.9999999999794421,0.5682515149432544,0.27867118322506235,0.5013675581308136,0.29807213984746106,0.26570438864322743,0.12220746787579195
46.5,0.9999999999794421,0.5728996076990236,0.2827684505661634,0.5067357063026103,0.3068775851874309,0.26987530952850614,0.12738113979693622
47.0,0.9999999999794421,0.5775477004547928,0.2868657179072645,0.5121038544744069,0.31574684800188313,0.27404623041378573,0.13258180444817647
47.5,0.9999999999794421,0.5796764072940985,0.2899047668870926,0.5145623281598828,0.3200767140071128,0.2771399101290922,0.1364196297162844
48.0,0.9999999999794421,0.5818051141334043,0.2929438158669207,0.517020801845359,0.32442567923421006,0.2802335898443977,0.1402699965058416
48.5,0.9999999999794421,0.5854281847055199,0.29592297719918526,0.5212051373760669,0.33079348780670514,0.2832663053562001,0.1439828007037085
49.0,0.9999999999794421,0.5890512552776356,0.2989021385314498,0.5253894729067752,0.337179087432127,0.28629902086800274,0.14770292348517033
49.5,0.9999999999794421,0.5901958813048446,0.30183947365087166,0.5267114177211784,0.33901382249646794,0.2892891582880731,0.151260726659328
50.0,0.9999999999794421,0.5913405073320536,0.3047768087702935,0.528033362535581,0.34084855756080923,0.29227929570814437,0.15481852983348543
50.5,0.9999999999794421,0.5937299543456789,0.30768530104270586,0.5307929687422075,0.34467863141556365,0.29524007179468026,0.15834139754115062
51.0,0.9999999999794421,0.5961194013593043,0.31059379331511827,0.5335525749488348,0.34850870527031874,0.29820084788121604,0.1618642652488156
51.5,0.9999999999794421,0.598705214581826,0.314307652328782,0.536538967271978,0.35265353692399604,0.30198146819116867,0.16636262136072777
